...1,Sample,Exp1,Exp2,Mean,Difference,Outlier,Label
3010,3032394,20,15.6,17.8,4.37,FALSE,NA
3010,3041091,-17,-19.7,-18.3,2.63,FALSE,NA
3010,6024796,-5.55,1.72,-1.92,-7.27,FALSE,NA
3020,2043756,-7.63,-7.38,-7.5,-0.247,FALSE,NA
3020,1419753,13.5,12.5,13,0.916,FALSE,NA
3020,6641943,2.62,12.5,7.57,-9.91,FALSE,NA
3020,5434729,0.646,-2.99,-1.17,3.64,FALSE,NA
3020,4433327,-8.32,-10.2,-9.24,1.85,FALSE,NA
3020,2547333,-14.8,-14.6,-14.7,-0.183,FALSE,NA
3020,8222000,-7.64,-7.36,-7.5,-0.288,FALSE,NA
3020,4058809,2.52,1.78,2.15,0.745,FALSE,NA
3020,2467971,-13.1,-4.97,-9.05,-8.17,FALSE,NA
3020,1304251,16,14.7,15.4,1.32,FALSE,NA
3020,6184645,3.2,7.6,5.4,-4.41,FALSE,NA
3030,1990027,12.4,11.2,11.8,1.16,FALSE,NA
3030,7528507,14.7,16,15.4,-1.32,FALSE,NA
3030,9037966,-9,1.05,-3.97,-10.1,FALSE,NA
3030,5899213,-20.2,-18,-19.1,-2.24,FALSE,NA
3030,4279616,-15.3,-8.86,-12.1,-6.4,FALSE,NA
3030,2935614,-12.7,-9.79,-11.3,-2.93,FALSE,NA
3030,2603469,-0.878,-1.38,-1.13,0.498,FALSE,NA
3030,7913282,-15.9,-20.2,-18,4.25,FALSE,NA
3030,4816422,-5.28,-8,-6.64,2.72,FALSE,NA
3040,9440683,1.57,1.93,1.75,-0.355,FALSE,NA
3040,3353709,-19.5,-17.4,-18.4,-2.06,FALSE,NA
3040,7208693,18.5,18.5,18.5,-0.0501,FALSE,NA
3040,3238032,-23.7,-10.6,-17.2,-13.1,TRUE,3238032
3040,1573458,-18.8,-20,-19.4,1.19,FALSE,NA
3040,8935336,5.23,11.8,8.53,-6.58,FALSE,NA
3040,6800321,-19,-19.1,-19,0.0451,FALSE,NA
3040,7542283,-8.11,-15.5,-11.8,7.39,FALSE,NA
3040,3070961,15.2,6.77,11,8.41,FALSE,NA
3040,1514836,-19.1,-16.5,-17.8,-2.59,FALSE,NA
3040,4317482,-13.2,-12.5,-12.8,-0.629,FALSE,NA
3050,4880731,-2.76,0.0463,-1.36,-2.81,FALSE,NA
3050,3995384,-21,-14.7,-17.9,-6.38,FALSE,NA
3050,4514199,-25,-23.4,-24.2,-1.54,FALSE,NA
3050,3707082,12,17.1,14.5,-5.09,FALSE,NA
3050,2436248,-10.8,-11.7,-11.3,0.902,FALSE,NA
3050,8062756,-20.1,-22.6,-21.3,2.54,FALSE,NA
3050,4123370,-5.54,1.2,-2.17,-6.73,FALSE,NA
3050,9783493,-4.27,-6.42,-5.35,2.15,FALSE,NA
3050,2415100,-11.7,-26.5,-19.1,14.7,TRUE,2415100
3060,3252489,11.7,6.35,9.04,5.36,FALSE,NA
3060,9672957,9.16,4.16,6.66,5,FALSE,NA
3060,4512001,2.15,4.5,3.32,-2.35,FALSE,NA
3060,1893267,5.59,8.48,7.04,-2.89,FALSE,NA
3060,8339446,1.62,8.65,5.13,-7.03,FALSE,NA
3060,1906898,-20.3,-15.3,-17.8,-4.93,FALSE,NA
3060,1084271,4.18,13.8,8.99,-9.62,FALSE,NA
3060,4689312,17.1,13.2,15.2,3.93,FALSE,NA
3060,5381690,-22.8,-20.2,-21.5,-2.65,FALSE,NA
3060,2969168,5.19,5.73,5.46,-0.541,FALSE,NA
3060,4439448,17.4,13.2,15.3,4.17,FALSE,NA
3070,8378069,-0.0986,-0.374,-0.237,0.276,FALSE,NA
3070,1570667,13.4,9.37,11.4,4.07,FALSE,NA
3070,2654144,0.869,-0.946,-0.0381,1.82,FALSE,NA
3070,4448193,3.62,9.6,6.61,-5.99,FALSE,NA
3070,9058480,-11.5,-11.1,-11.3,-0.428,FALSE,NA
3070,8010811,8.74,7.4,8.07,1.34,FALSE,NA
3070,4794992,9.13,6.64,7.89,2.49,FALSE,NA
3070,3571060,6.62,13.1,9.88,-6.51,FALSE,NA
3070,3549953,6.16,-1.85,2.16,8.01,FALSE,NA
3080,1703015,7.78,5.93,6.85,1.85,FALSE,NA
3080,1557928,-26,-18.8,-22.4,-7.23,FALSE,NA
3080,3607843,20.7,19.3,20,1.43,FALSE,NA
3080,4963749,-14.9,-19.3,-17.1,4.36,FALSE,NA
3080,3531285,-12.8,-7.93,-10.4,-4.9,FALSE,NA
3080,5166807,7.42,11.4,9.41,-3.97,FALSE,NA
3080,4457155,-8.87,-12.4,-10.6,3.55,FALSE,NA
3080,8303788,-21.6,-10.6,-16.1,-11,FALSE,NA
3080,8809608,22.6,13.8,18.2,8.8,FALSE,NA
3080,1839803,0.327,7.21,3.77,-6.88,FALSE,NA
3080,4038713,-4.16,-3.45,-3.8,-0.714,FALSE,NA
3090,7311977,5.19,11.2,8.21,-6.06,FALSE,NA
3090,2732666,-17.2,-19.3,-18.3,2.16,FALSE,NA
3090,9099828,-19.1,-15.6,-17.3,-3.51,FALSE,NA
3090,2690981,10.3,12.9,11.6,-2.64,FALSE,NA
3090,9898979,-17.1,-17.1,-17.1,-0.0172,FALSE,NA
3090,3329565,22.8,12.7,17.8,10.2,FALSE,NA
3090,6039905,3.94,4,3.97,-0.0529,FALSE,NA
3090,2397842,-12.7,-11,-11.9,-1.7,FALSE,NA
3090,3431599,8.77,5.33,7.05,3.45,FALSE,NA
3100,7670254,12.5,14.7,13.6,-2.26,FALSE,NA
3100,5133635,-11.9,-16.7,-14.3,4.82,FALSE,NA
3100,2525897,4.9,-0.838,2.03,5.74,FALSE,NA
3100,9572721,-8.43,-16.6,-12.5,8.17,FALSE,NA
3100,1702864,-16.7,-15.7,-16.2,-1.03,FALSE,NA
3100,5806330,9.3,10.7,10,-1.44,FALSE,NA
3100,5037764,-10.3,-12.7,-11.5,2.32,FALSE,NA
3100,3639283,7.76,6.41,7.09,1.35,FALSE,NA
3100,9099844,-16.8,-8.62,-12.7,-8.2,FALSE,NA
3100,7073648,12.7,10.6,11.6,2.09,FALSE,NA
3100,7990549,9.24,8.2,8.72,1.04,FALSE,NA
3110,9064589,-12.4,-10.7,-11.5,-1.68,FALSE,NA
3110,1362194,-21.1,-22,-21.5,0.875,FALSE,NA
3110,9096585,0.661,0.373,0.517,0.287,FALSE,NA
3110,9112622,-17.2,-7.96,-12.6,-9.23,FALSE,NA
3110,6489634,-11.9,-3.58,-7.72,-8.29,FALSE,NA
3110,6209477,-4.96,3.44,-0.76,-8.4,FALSE,NA
3110,1391189,-13.2,-9.28,-11.2,-3.91,FALSE,NA
3110,9829398,-23.9,-15.9,-19.9,-8,FALSE,NA
3110,6752408,2.51,-6.11,-1.8,8.62,FALSE,NA
3120,4332952,-16.8,-12.4,-14.6,-4.44,FALSE,NA
3120,4532498,14.4,12,13.2,2.39,FALSE,NA
3120,3906467,-3.94,1.76,-1.09,-5.7,FALSE,NA
3120,1957950,-1.15,2.14,0.495,-3.28,FALSE,NA
3120,2156944,-3.6,0.447,-1.58,-4.05,FALSE,NA
3120,6958744,-14.2,-14.8,-14.5,0.568,FALSE,NA
3120,7504245,-0.782,-2.57,-1.68,1.79,FALSE,NA
3120,4767359,-1.17,1.79,0.309,-2.95,FALSE,NA
3120,4130509,19.2,15.7,17.4,3.46,FALSE,NA
3120,9385662,13.4,18.6,16,-5.18,FALSE,NA
3120,2219391,5.57,14.8,10.2,-9.18,FALSE,NA
3130,5309392,6.5,6.54,6.52,-0.0452,FALSE,NA
3130,4944813,-7.57,-6.13,-6.85,-1.44,FALSE,NA
3130,7699865,12.6,16.1,14.4,-3.53,FALSE,NA
3130,6951672,-11.9,-16.3,-14.1,4.37,FALSE,NA
3130,1548800,-5.64,-3.48,-4.56,-2.16,FALSE,NA
3130,2420849,-4.94,2.25,-1.34,-7.19,FALSE,NA
3130,1864262,-18.6,-14.5,-16.6,-4.1,FALSE,NA
3130,8557561,-3.55,2.69,-0.433,-6.24,FALSE,NA
3130,1059688,12.1,16,14.1,-3.94,FALSE,NA
3140,9001766,9.6,7.34,8.47,2.26,FALSE,NA
3140,9103853,-7.82,-18.5,-13.2,10.7,FALSE,NA
3140,4812165,-16,-17.1,-16.5,1.11,FALSE,NA
3140,5360600,-2.97,-6.91,-4.94,3.94,FALSE,NA
3140,4988914,2.35,3.26,2.81,-0.905,FALSE,NA
3140,2225072,11,15.7,13.4,-4.71,FALSE,NA
3140,1651679,-23.1,-10.3,-16.7,-12.8,TRUE,1651679
3140,4489651,1.72,1.95,1.83,-0.222,FALSE,NA
3140,9517195,-1.21,1.73,0.261,-2.94,FALSE,NA
3140,9173437,12.1,5.31,8.7,6.78,FALSE,NA
3140,4997063,-10.6,-10.8,-10.7,0.192,FALSE,NA
3150,6975859,8.15,1.84,4.99,6.31,FALSE,NA
3150,7706733,-8.9,-8.65,-8.77,-0.245,FALSE,NA
3150,5107657,5.29,6.04,5.67,-0.745,FALSE,NA
3150,5031780,-9.04,-9.1,-9.07,0.06,FALSE,NA
3150,4742942,-14,-18.1,-16,4.1,FALSE,NA
3150,3122576,6.31,8.17,7.24,-1.85,FALSE,NA
3150,2228096,19.7,13.5,16.6,6.18,FALSE,NA
3150,3293566,6.51,3.16,4.83,3.35,FALSE,NA
3150,5624887,10.5,9.05,9.77,1.43,FALSE,NA
3160,2096387,10.1,11.5,10.8,-1.42,FALSE,NA
3160,1865602,4.32,5.87,5.1,-1.55,FALSE,NA
3160,1723703,11.3,18.9,15.1,-7.53,FALSE,NA
3160,9753074,-1.02,-9.39,-5.21,8.37,FALSE,NA
3160,9617247,-0.95,-2.59,-1.77,1.64,FALSE,NA
3160,2150734,14.3,5.56,9.92,8.72,FALSE,NA
3160,7644341,8.14,5.34,6.74,2.8,FALSE,NA
3160,5985750,10.3,8.8,9.56,1.51,FALSE,NA
3160,8899047,-12.3,-9.8,-11,-2.47,FALSE,NA
3160,8899118,-1.62,1.34,-0.138,-2.96,FALSE,NA
3160,6498438,-0.486,-0.569,-0.527,0.083,FALSE,NA
3170,8126306,0.839,-3.41,-1.29,4.25,FALSE,NA
3170,9233963,12.8,8.15,10.5,4.67,FALSE,NA
3170,1734215,-2.17,-1.12,-1.65,-1.06,FALSE,NA
3170,8736220,-3.9,-3.63,-3.77,-0.274,FALSE,NA
3170,7649797,-21.9,-14.1,-18,-7.79,FALSE,NA
3170,2380254,13.5,11.1,12.3,2.37,FALSE,NA
3170,8114300,-0.0262,6.08,3.03,-6.11,FALSE,NA
3170,8669502,17.7,20.8,19.3,-3.14,FALSE,NA
3170,6551711,8.08,9.87,8.98,-1.79,FALSE,NA
3180,5752486,-0.927,1.46,0.266,-2.39,FALSE,NA
3180,5277520,17,11.9,14.5,5.05,FALSE,NA
3180,3721558,-8.98,-14.2,-11.6,5.26,FALSE,NA
3180,6810496,-3,-1.67,-2.33,-1.33,FALSE,NA
3180,4812420,-18.5,-17.3,-17.9,-1.21,FALSE,NA
3180,3988298,19.2,14,16.6,5.14,FALSE,NA
3180,8472952,-11.8,-13.5,-12.7,1.7,FALSE,NA
3180,7411679,19.3,19.4,19.4,-0.0112,FALSE,NA
3180,7826829,10.7,8.59,9.66,2.14,FALSE,NA
3180,1363235,17.9,22.7,20.3,-4.81,FALSE,NA
3180,2840707,-2.42,-7.21,-4.81,4.79,FALSE,NA
3190,4246075,-4,-5.9,-4.95,1.9,FALSE,NA
3190,5205513,-20.9,-19.5,-20.2,-1.42,FALSE,NA
3190,5233327,-16.1,-5.61,-10.9,-10.5,FALSE,NA
3190,7376244,-17.8,-21.7,-19.7,3.87,FALSE,NA
3190,4232941,-5.07,-3.95,-4.51,-1.12,FALSE,NA
3190,7250910,-14.1,-11.4,-12.8,-2.73,FALSE,NA
3190,6750042,-11.6,-19.8,-15.7,8.19,FALSE,NA
3190,3358701,9.93,4.56,7.25,5.38,FALSE,NA
3190,9925344,-7.7,-11.1,-9.4,3.41,FALSE,NA
3200,1317834,-7.12,-8.23,-7.67,1.11,FALSE,NA
3200,4538542,-12.5,-10.1,-11.3,-2.37,FALSE,NA
3200,5162914,1.86,4.82,3.34,-2.96,FALSE,NA
3200,5495438,-12.7,-12,-12.4,-0.694,FALSE,NA
3200,5831360,18,7.39,12.7,10.6,FALSE,NA
3200,3637408,-10.6,-17.4,-14,6.8,FALSE,NA
3200,1241672,15.6,11.3,13.4,4.23,FALSE,NA
3200,8690275,9.71,10.4,10.1,-0.711,FALSE,NA
3200,7573641,-25.4,-17.5,-21.5,-7.99,FALSE,NA
3200,2538076,21.1,19.1,20.1,2.02,FALSE,NA
3200,6489085,4.04,4.73,4.38,-0.698,FALSE,NA
3210,6712614,11.1,9.15,10.1,1.91,FALSE,NA
3210,2259517,13.6,12.8,13.2,0.794,FALSE,NA
3210,5551786,20.4,19.2,19.8,1.2,FALSE,NA
3210,3961072,-0.475,3.4,1.46,-3.88,FALSE,NA
3210,7345638,-0.383,4.63,2.12,-5.01,FALSE,NA
3210,8010067,-5.01,-2.4,-3.7,-2.61,FALSE,NA
3210,8998075,15.4,15.7,15.5,-0.347,FALSE,NA
3210,6345132,-3.12,-0.556,-1.84,-2.57,FALSE,NA
3210,9520587,-4.57,-4.17,-4.37,-0.399,FALSE,NA
3220,2231956,16.5,17.1,16.8,-0.518,FALSE,NA
3220,8586227,20.2,11.4,15.8,8.83,FALSE,NA
3220,3306913,-1.66,0.31,-0.674,-1.97,FALSE,NA
3220,8549797,-11.5,-11.2,-11.3,-0.285,FALSE,NA
3220,7130723,23.5,17.3,20.4,6.22,FALSE,NA
3220,4041681,15.7,17.6,16.6,-1.89,FALSE,NA
3220,5860627,0.878,5.81,3.34,-4.93,FALSE,NA
3220,2846704,4.81,5.26,5.04,-0.445,FALSE,NA
3220,9886435,-17,-17.2,-17.1,0.25,FALSE,NA
3220,3200712,-11.4,-13.1,-12.2,1.67,FALSE,NA
3220,9589111,-4.15,-3.61,-3.88,-0.543,FALSE,NA
3230,2492526,6.01,5.33,5.67,0.684,FALSE,NA
3230,5460090,-7.4,-11.5,-9.47,4.14,FALSE,NA
3230,4789292,14.4,24.4,19.4,-9.92,FALSE,NA
3230,6645840,15.1,11.1,13.1,3.93,FALSE,NA
3230,4981316,-2.59,5.17,1.29,-7.76,FALSE,NA
3230,9191398,12.5,16.6,14.5,-4.01,FALSE,NA
3230,5508653,0.784,-6,-2.61,6.78,FALSE,NA
3230,4322547,-6.92,-1.23,-4.07,-5.69,FALSE,NA
3230,1297159,-1.58,1.88,0.151,-3.45,FALSE,NA
3240,1260463,12.8,19.2,16,-6.35,FALSE,NA
3240,5528595,-7.42,-16,-11.7,8.58,FALSE,NA
3240,5561613,-5.71,-11.8,-8.76,6.09,FALSE,NA
3240,8464632,-25.2,-16.8,-21,-8.42,FALSE,NA
3240,6534076,-19.4,-16.7,-18.1,-2.76,FALSE,NA
3240,4326440,16.1,11.8,14,4.26,FALSE,NA
3240,8192202,1.77,5.35,3.56,-3.57,FALSE,NA
3240,3839869,7.4,15.7,11.5,-8.27,FALSE,NA
3240,1068722,-12.8,-15.7,-14.3,2.85,FALSE,NA
3240,1236939,9.05,0.796,4.92,8.25,FALSE,NA
3240,6434649,13.5,18.3,15.9,-4.71,FALSE,NA
3250,9070055,-16.6,-16.7,-16.6,0.104,FALSE,NA
3250,6666993,-4.51,-5.67,-5.09,1.16,FALSE,NA
3250,9336704,18.1,11.9,15,6.2,FALSE,NA
3250,7780720,-8.59,-8.36,-8.47,-0.228,FALSE,NA
3250,5538546,3.67,7.19,5.43,-3.52,FALSE,NA
3250,5211714,24.5,25,24.7,-0.465,FALSE,NA
3250,8976996,2.84,-2.59,0.125,5.42,FALSE,NA
3250,4030978,-17.2,-8.1,-12.6,-9.1,FALSE,NA
3250,3454636,12.5,14.4,13.5,-1.84,FALSE,NA
3260,2997013,1.24,1.48,1.36,-0.241,FALSE,NA
3260,7033533,18.9,11.5,15.2,7.42,FALSE,NA
3260,4973372,4.27,8.02,6.14,-3.75,FALSE,NA
3260,5174686,2.07,4.75,3.41,-2.68,FALSE,NA
3260,5745180,-9.5,-12.1,-10.8,2.57,FALSE,NA
3260,3449351,18.6,19.6,19.1,-0.977,FALSE,NA
3260,1853654,8.31,0.806,4.56,7.5,FALSE,NA
3260,1202108,-21.9,-22.4,-22.2,0.462,FALSE,NA
3260,5073356,-10.5,-11.7,-11.1,1.12,FALSE,NA
3260,9782600,10.3,8.86,9.58,1.44,FALSE,NA
3260,1696496,5.56,2.64,4.1,2.91,FALSE,NA
3270,3590533,-18.6,-18.2,-18.4,-0.38,FALSE,NA
3270,1736093,17.1,11.9,14.5,5.19,FALSE,NA
3270,8982672,9.08,7.49,8.29,1.58,FALSE,NA
3270,7891610,1.74,2.75,2.24,-1,FALSE,NA
3270,4822698,8.84,12.8,10.8,-3.96,FALSE,NA
3270,8508834,6.73,2.88,4.8,3.85,FALSE,NA
3270,9972254,-14.2,-16.9,-15.5,2.68,FALSE,NA
3270,7580094,-23.7,-16.7,-20.2,-6.96,FALSE,NA
3270,9638538,-13.9,-13.5,-13.7,-0.37,FALSE,NA
3280,4682171,5.64,1.23,3.44,4.41,FALSE,NA
3280,6706619,-8.13,-8.4,-8.27,0.279,FALSE,NA
3280,7129584,-4.3,-6.89,-5.6,2.59,FALSE,NA
3280,3120076,4.18,9.01,6.6,-4.83,FALSE,NA
3280,8869410,-8.66,-11.6,-10.1,2.93,FALSE,NA
3280,7627516,6.39,-0.209,3.09,6.59,FALSE,NA
3280,2781223,-17.4,-4.84,-11.1,-12.6,TRUE,2781223
3280,9293967,-13.2,-12,-12.6,-1.21,FALSE,NA
3280,2102136,-6.33,-9.76,-8.05,3.43,FALSE,NA
3280,8277533,-11.9,-15.9,-13.9,4.04,FALSE,NA
3280,8099384,-1.02,-6.45,-3.73,5.43,FALSE,NA
3290,2018228,-14.7,-15,-14.8,0.365,FALSE,NA
3290,4542035,-4.86,2.03,-1.42,-6.88,FALSE,NA
3290,4815003,12.6,13.9,13.3,-1.33,FALSE,NA
3290,7449514,16,12.5,14.2,3.5,FALSE,NA
3290,1961034,12.2,10.4,11.3,1.87,FALSE,NA
3290,2991867,-14.7,-19.5,-17.1,4.79,FALSE,NA
3290,1486408,19.8,17.8,18.8,1.96,FALSE,NA
3290,8320572,11,14.2,12.6,-3.2,FALSE,NA
3290,1328739,-15.1,-8.79,-12,-6.33,FALSE,NA
3300,2014411,19.8,14.7,17.2,5.14,FALSE,NA
3300,8025502,-10,-10.9,-10.5,0.842,FALSE,NA
3300,1155523,2.54,-1.77,0.382,4.31,FALSE,NA
3300,5023544,8.14,7.33,7.74,0.812,FALSE,NA
3300,1840793,-9.94,-14.3,-12.1,4.39,FALSE,NA
3300,2914790,23,15.3,19.1,7.68,FALSE,NA
3300,5372649,5.75,11.6,8.69,-5.89,FALSE,NA
3300,9132029,-6.63,-12,-9.3,5.33,FALSE,NA
3300,5667369,4.3,8.1,6.2,-3.8,FALSE,NA
3300,3871909,-11.6,-8.33,-9.95,-3.23,FALSE,NA
3300,5710581,12.2,12.1,12.1,0.115,FALSE,NA
3310,6340013,17,18.2,17.6,-1.22,FALSE,NA
3310,3333860,-2.81,-0.196,-1.5,-2.61,FALSE,NA
3310,1111476,-15,-17.1,-16.1,2.07,FALSE,NA
3310,6860257,-21.2,-18.3,-19.7,-2.88,FALSE,NA
3310,5559216,13,11.7,12.4,1.28,FALSE,NA
3310,5061580,17.8,17.4,17.6,0.422,FALSE,NA
3310,4236793,-22.9,-19.6,-21.3,-3.3,FALSE,NA
3310,8398304,6.59,6.27,6.43,0.317,FALSE,NA
3310,2804053,9.08,14.2,11.6,-5.13,FALSE,NA
3320,2948455,10.9,19.8,15.3,-8.89,FALSE,NA
3320,8072125,16.3,16.4,16.4,-0.109,FALSE,NA
3320,8674840,-17.8,-16.7,-17.2,-1.06,FALSE,NA
3320,3710928,7.99,6.22,7.11,1.78,FALSE,NA
3320,4289806,8.55,13.2,10.8,-4.61,FALSE,NA
3320,1386996,18.4,23.9,21.2,-5.46,FALSE,NA
3320,6700301,3.69,6.65,5.17,-2.96,FALSE,NA
3320,4485725,-15.3,-20.9,-18.1,5.6,FALSE,NA
3320,3097670,14.4,14.3,14.3,0.0324,FALSE,NA
3320,9413417,-9.23,-15.4,-12.3,6.13,FALSE,NA
3320,4256408,5.14,13.6,9.39,-8.5,FALSE,NA
3330,1041329,20.4,18.9,19.7,1.42,FALSE,NA
3330,4572376,-5.49,-1.76,-3.62,-3.73,FALSE,NA
3330,4346937,-11.5,-10.7,-11.1,-0.875,FALSE,NA
3330,6779335,-7.55,-7.6,-7.57,0.0559,FALSE,NA
3330,9077793,-17.9,-17.8,-17.9,-0.112,FALSE,NA
3330,3497354,-1.97,-7.68,-4.83,5.71,FALSE,NA
3330,9437322,-8.92,-12.2,-10.5,3.23,FALSE,NA
3330,1015281,-17.1,-17.1,-17.1,-0.0129,FALSE,NA
3330,2409554,-3.66,-8.33,-6,4.67,FALSE,NA
3340,5391663,-11.5,-14.2,-12.9,2.68,FALSE,NA
3340,9318453,-9.49,-1.73,-5.61,-7.76,FALSE,NA
3340,6022188,-13.1,0.0828,-6.53,-13.2,TRUE,6022188
3340,3784124,16.9,11.8,14.3,5.17,FALSE,NA
3340,5747601,7.77,5.21,6.49,2.56,FALSE,NA
3340,3495924,9.19,7.94,8.56,1.25,FALSE,NA
3340,3592777,-18.9,-20.9,-19.9,1.96,FALSE,NA
3340,6929101,11.5,9.98,10.7,1.52,FALSE,NA
3340,2341812,-4.76,-2.2,-3.48,-2.56,FALSE,NA
3340,5747094,-8.06,-2.24,-5.15,-5.82,FALSE,NA
3340,1044263,-20.8,-19.5,-20.2,-1.23,FALSE,NA
3350,1065710,8.35,7.9,8.13,0.452,FALSE,NA
3350,8854579,13.7,5.79,9.75,7.92,FALSE,NA
3350,9983863,-18,-13.9,-15.9,-4.05,FALSE,NA
3350,7391270,-9.71,-8.66,-9.19,-1.05,FALSE,NA
3350,2855028,-15.9,-14.2,-15.1,-1.69,FALSE,NA
3350,8120933,-19.6,-21.9,-20.8,2.26,FALSE,NA
3350,5337604,-7.15,-6.33,-6.74,-0.828,FALSE,NA
3350,5466393,-3.91,-2.57,-3.24,-1.34,FALSE,NA
3350,5803892,-2.5,-10.9,-6.69,8.39,FALSE,NA
3360,2525366,-15.6,-15.7,-15.6,0.102,FALSE,NA
3360,5869544,-1.71,-8.91,-5.31,7.2,FALSE,NA
3360,3174556,23.1,19.3,21.2,3.8,FALSE,NA
3360,5444801,14.4,11,12.7,3.4,FALSE,NA
3360,4782185,12.8,8.8,10.8,3.96,FALSE,NA
3360,7097490,19.1,10.9,15,8.22,FALSE,NA
3360,3716906,6.74,2.67,4.71,4.07,FALSE,NA
3360,1154232,0.326,-4.45,-2.06,4.77,FALSE,NA
3360,9573851,-8.26,-13.8,-11,5.55,FALSE,NA
3360,7121997,-11.9,-4.52,-8.21,-7.39,FALSE,NA
3360,9432090,12.5,14.6,13.6,-2.06,FALSE,NA
3370,8787996,9.93,12.2,11.1,-2.25,FALSE,NA
3370,6742512,7.57,4.68,6.13,2.89,FALSE,NA
3370,5773533,-13.5,-10.9,-12.2,-2.57,FALSE,NA
3370,7873903,-14.1,-5.94,-10,-8.14,FALSE,NA
3370,7046056,-2,-4.26,-3.13,2.26,FALSE,NA
3370,9094918,-6.57,-14.5,-10.5,7.91,FALSE,NA
3370,2747129,0.119,3.33,1.72,-3.21,FALSE,NA
3370,3775037,2.26,-5.36,-1.55,7.62,FALSE,NA
3370,6848547,7.38,7.54,7.46,-0.166,FALSE,NA
3380,4797755,-11.2,-5.87,-8.53,-5.33,FALSE,NA
3380,6684521,-17.9,-21,-19.5,3.05,FALSE,NA
3380,1939821,11.7,14.5,13.1,-2.85,FALSE,NA
3380,7571545,-2.15,9.96,3.91,-12.1,TRUE,7571545
3380,2355295,-1.77,-5.97,-3.87,4.2,FALSE,NA
3380,1657646,-13.9,-18.2,-16.1,4.28,FALSE,NA
3380,4899942,-8.21,-13.6,-10.9,5.4,FALSE,NA
3380,3377829,19,18.7,18.9,0.294,FALSE,NA
3380,7145391,16,14.2,15.1,1.73,FALSE,NA
3380,1541054,-2.32,-3.04,-2.68,0.717,FALSE,NA
3380,7354382,-1.94,-6.85,-4.4,4.92,FALSE,NA
3390,9676779,1.45,2.01,1.73,-0.563,FALSE,NA
3390,5782663,-4.22,1.74,-1.24,-5.96,FALSE,NA
3390,5289498,1.69,-2.91,-0.611,4.6,FALSE,NA
3390,7847512,-10.4,-15.7,-13,5.27,FALSE,NA
3390,3534172,15.1,12.3,13.7,2.85,FALSE,NA
3390,9526831,6.54,5.02,5.78,1.52,FALSE,NA
3390,2808244,0.194,-0.0104,0.092,0.205,FALSE,NA
3390,6277182,-4.21,-10.6,-7.42,6.42,FALSE,NA
3390,5770685,22.7,13.5,18.1,9.23,FALSE,NA
3400,4993005,-5.37,-6.52,-5.94,1.15,FALSE,NA
3400,4567385,2.01,-2.54,-0.263,4.55,FALSE,NA
3400,1148907,4.98,11.2,8.1,-6.24,FALSE,NA
3400,4437816,4.8,8.48,6.64,-3.68,FALSE,NA
3400,7276648,8.06,11.5,9.76,-3.4,FALSE,NA
3400,7907166,-6.98,-2.34,-4.66,-4.65,FALSE,NA
3400,4355498,-9.04,-8.35,-8.69,-0.692,FALSE,NA
3400,9537911,11.8,12.2,12,-0.376,FALSE,NA
3400,9904388,-10.9,-8.2,-9.54,-2.69,FALSE,NA
3400,9669320,-12.1,-14.4,-13.3,2.27,FALSE,NA
3400,5664265,13.1,14.6,13.8,-1.42,FALSE,NA
3410,3759210,-9.38,-15.8,-12.6,6.4,FALSE,NA
3410,1923532,-8.35,-9.37,-8.86,1.03,FALSE,NA
3410,2408591,-0.646,3.26,1.31,-3.91,FALSE,NA
3410,1810653,22.5,18.5,20.5,4.08,FALSE,NA
3410,2843228,-2.43,-6.6,-4.52,4.16,FALSE,NA
3410,6602631,-7.75,-6.76,-7.26,-0.988,FALSE,NA
3410,5091235,-7.43,-7.39,-7.41,-0.0342,FALSE,NA
3410,5512154,-7.05,-7.44,-7.24,0.389,FALSE,NA
3410,8230496,7.61,1.37,4.49,6.24,FALSE,NA
3420,4510780,1.44,-8.36,-3.46,9.81,FALSE,NA
3420,5537821,-12.5,-11.7,-12.1,-0.819,FALSE,NA
3420,9384479,-5.26,-10.2,-7.71,4.9,FALSE,NA
3420,6119319,9.51,-5.52,1.99,15,TRUE,6119319
3420,8907422,3.43,6.33,4.88,-2.91,FALSE,NA
3420,5233289,2.96,0.435,1.7,2.52,FALSE,NA
3420,8130791,-8.07,0.936,-3.57,-9,FALSE,NA
3420,2724201,11.8,14.4,13.1,-2.61,FALSE,NA
3420,9899241,14.2,18.1,16.2,-3.88,FALSE,NA
3420,7817391,3.94,-1.43,1.25,5.37,FALSE,NA
3420,3300480,0.614,3.83,2.22,-3.21,FALSE,NA
3430,1975892,-16.9,-17.8,-17.4,0.95,FALSE,NA
3430,9072895,10.9,21.3,16.1,-10.4,FALSE,NA
3430,9580902,12,9.15,10.6,2.84,FALSE,NA
3430,1695220,-13,-15.1,-14.1,2.14,FALSE,NA
3430,3508110,5.65,7.05,6.35,-1.4,FALSE,NA
3430,8033878,18.5,23.5,21,-4.93,FALSE,NA
3430,2821701,7.74,10.6,9.19,-2.89,FALSE,NA
3430,5155043,-21.7,-17.6,-19.7,-4.13,FALSE,NA
3430,2923512,-7.34,-8.93,-8.14,1.59,FALSE,NA
3440,4274911,9.48,0.789,5.13,8.69,FALSE,NA
3440,9112946,7.91,-1.16,3.38,9.07,FALSE,NA
3440,5835692,19.8,19.7,19.7,0.145,FALSE,NA
3440,8484666,-2.3,-6.06,-4.18,3.77,FALSE,NA
